SNO,AC_LATITUDE,AC_LONGITUDE,AC_COMPID,AC_MANAGEMENTCOMPANY,AC_PROJID,AC_NAME,AC_ADDRESS,AC_CITY,AC_STATE,AC_ZIP,AC_YEARBUIT,AC_QUANTITY,AC_AREAPERUNIT,AC_LEVEL,AC_PROJID,AC_NAME,AC_QUANTITY,AC_AREAPERUNIT,AC_YEARBUILT,MRG_CLASS,AXIOSUBMNEM,FILENAME
  460,37.382099152,-122.013748169,Greystar,GREYSTAR INV GRP,564,Avana Sunnyvale ,355 N Wolfe Rd,Sunnyvale,CA,94085,1990,192,1062.810058594,3,564,Avana Sunnyvale ,192,1062.81,1990,A,SAJ_SM13,TALEND
  461,37.332210541,-121.912773132,AvalonBay Communities,AvalonBay Communities,565,Avalon on the Alameda,1300 The Alameda,San Jose,CA,95126,1998,305,949.559997559,2,565,Avalon on the Alameda,305,949.56,1998,A,SAJ_SM3,TALEND
  463,37.554168701,-122.255187988,AvalonBay Communities,AvalonBay Communities,568,Eaves Foster City ,700 Marlin Ave,Foster City,CA,94404,1973,288,772.530029297,2,568,Eaves Foster City ,288,772.53,1973,BC,SFR_SM5,TALEND
  464,38.027832031,-121.955924988,Prime Group Residential,Prime Group Residential,570,Rivershore,1123 Shoreview Ct,Bay Point,CA,94565,1986,245,869.979980469,1,570,Rivershore,245,869.98,1986,A,OAK_SM5,TALEND
  465,37.312961578,-121.805900574,Braddock & Logan,Alliance Residential Company,573,San Marino ,2175 Aborn Rd,San Jose,CA,95121,1984,248,842.739990234,3,573,San Marino ,248,842.74,1984,BC,SAJ_SM4,TALEND
  466,37.660957336,-122.479125977,AvalonBay Communities,AvalonBay Communities,574,eaves Pacifica,265 Gateway Dr,Pacifica,CA,94044,1971,220,849.090026855,2,574,eaves Pacifica,220,849.09,1971,A,SFR_SM9,TALEND
  468,37.759731293,-122.46282959,AvalonBay Communities,AvalonBay Communities,577,Avalon Sunset Towers,8 Locksley Ave,San Francisco,CA,94122,1961,243,719.849975586,10,577,Avalon Sunset Towers,243,719.85,1961,A,SFR_SM15,TALEND
  469,37.402462006,-121.92527771,"Essex Property Trust, Inc.","Essex Property Trust, Inc.",578,Fountains at River Oaks,373 River Oaks Cir,San Jose,CA,95134,1990,226,929.41998291,3,578,Fountains at River Oaks,226,929.42,1990,BC,SAJ_SM7,TALEND
  470,33.991580963,-117.970024109,Intercontinental Real Estate Corporation,MG Properties,579,The Hills At Hacienda Heights,2401 S Hacienda Blvd,Hacienda Heights,CA,91745,1970,350,791.940002441,2,579,The Hills At Hacienda Heights,350,791.94,1970,A,LAC_SM24,TALEND
  472,34.074829102,-117.870903015,Legacy Partners,Legacy Partners,581,Verandas ,200 N Grand Ave,West Covina,CA,91791,1972,209,909.979980469,2,581,Verandas ,209,909.98,1972,A,LAC_SM11,TALEND
  473,47.70123291,-122.09552002,AvalonBay Communities,AvalonBay Communities,583,Avalon at Bear Creek,11305 183rd Pl NE,Redmond,WA,98052,1996,264,1084.510009766,4,583,Avalon at Bear Creek,264,1084.51,1996,BC,SEA_SM22,TALEND
  474,34.166786194,-118.57926178,AvalonBay Communities,AvalonBay Communities,584,Avalon Woodland Hills ,20544 Ventura Blvd,Woodland Hills,CA,91364,1989,663,896.520019531,5,584,Avalon Woodland Hills ,663,896.52,1989,BC,LAC_SM34,TALEND
  475,37.398048401,-122.087112427,AvalonBay Communities,AvalonBay Communities,585,Avalon Mountain View,1600 Villa St,Mountain View,CA,94041,1986,248,852.710021973,3,585,Avalon Mountain View,248,852.71,1986,A,SAJ_SM6,TALEND
  476,33.644550323,-117.595954895,AvalonBay Communities,AvalonBay Communities,586,eaves Santa Margarita,111 Via Serena,Rancho Santa Margarita,CA,92688,1990,301,784.030029297,2,586,eaves Santa Margarita,301,784.03,1990,BC,ORC_SM14,TALEND
  477,37.744194031,-122.437843323,AvalonBay Communities,AvalonBay Communities,587,eaves Diamond Heights ,5285 Diamond Heights Blvd,San Francisco,CA,94131,1973,154,799.010009766,3,587,eaves Diamond Heights ,154,799.01,1973,BC,SFR_SM6,TALEND
  478,37.636283875,-122.111450195,"Phoenix Realty Group, LLC",ConAm,588,The Bridge,25800 Industrial Blvd,Hayward,CA,94545,1985,544,835.440002441,3,588,Alvista at the Bridge,544,835.44,1985,A,OAK_SM8,TALEND
  480,34.016231537,-118.419761658,Decron Properties,Decron Properties,590,Westside Terrace ,3636 S Sepulveda Blvd,Los Angeles,CA,90034,1966,363,659.549987793,3,590,Westside Terrace ,363,659.55,1966,BC,LAC_SM5,TALEND
  481,37.493091583,-121.926544189,AvalonBay Communities,AvalonBay Communities,591,Eaves Fremont,231 Woodcreek Cmn,Fremont,CA,94539,1985,235,816.739990234,3,591,Eaves Fremont,235,816.74,1985,A,OAK_SM7,TALEND
  619,47.617515564,-122.352920532,Aimco,Aimco,771,2900 on First Apartments,2900 1st Ave,Seattle,WA,98121,1989,135,716.780029297,7,771,2900 on First Apartments,135,716.78,1989,A,SEA_SM8,TALEND
  623,38.791599274,-77.528762817,Bainbridge Companies,Bainbridge Companies,775,Amberton,11989 Coverstone Hill Cir,Manassas,VA,20109,1986,190,787.859985352,3,775,Amberton,190,787.86,1986,BC,SVA_SM13,TALEND
  639,39.184486389,-77.274513245,Starwood Capital Group,Bainbridge Companies,792,Canterbury Apartments,20019 Sweetgum Cir,Germantown,MD,20874,1986,544,925.690002441,4,792,Canterbury Apartments,544,925.69,1986,BC,SMD_SM7,TALEND
  642,32.971599579,-117.082374573,EQUITY RESIDENTIAL,EQUITY RESIDENTIAL,796,Carmel Terrace Apartments,11540 Windcrest Ln,San Diego,CA,92128,1988,384,777.400024414,3,796,Carmel Terrace Apartments,384,777.40,1988,BC,SDC_SM17,TALEND
  644,38.810295105,-77.138252258,Ivanhoe Cambridge,Greystar,800,Cascade at Landmark Apartments,300 Yoakum Pkwy,Alexandria,VA,22304,1990,277,985.340026855,16,800,Cascade at Landmark Apartments,277,985.34,1990,A,SVA_SM7,TALEND
  649,47.391834259,-122.23021698,The Blackstone Group,Bridge Property Management,806,Chandlers Bay Apartments,1020 Central Ave N,Kent,WA,98032,1989,293,1003,3,806,Chandlers Bay Apartments,293,1003.00,1989,A,SEA_SM30,TALEND
  651,47.88854599,-122.210899353,Colony Realty Partners,Pinnacle,808,Charter Club,1701 121st St SE,Everett,WA,98208,1991,201,859.570007324,3,808,Charter Club,201,859.57,1991,BC,SEA_SM19,TALEND
  656,39.082328796,-76.943893433,Laramar Group,Laramar Group,813,Woodvale,13831 Castle Blvd,Silver Spring,MD,20904,1980,376,990.719970703,4,813,Woodvale,376,990.72,1980,BC,SMD_SM19,TALEND
  658,37.885845184,-122.052215576,First Pointe Management Group,First Pointe Management Group,816,The Retreat ,1459 Creekside Dr,Walnut Creek,CA,94596,1974,316,756.090026855,3,816,The Retreat ,316,756.09,1974,BC,OAK_SM15,TALEND
  659,47.784660339,-122.288482666,Waterton Residential,Waterton Residential,817,Taluswood Apartments,4208 236th St SW,Mountlake Terrace,WA,98043,1987,512,795.5,3,817,Taluswood Apartments,512,795.50,1987,BC,SEA_SM25,TALEND
  663,33.00484848,-117.096321106,EQUITY RESIDENTIAL,EQUITY RESIDENTIAL,822,Deerwood Apartments,15640 Bernardo Center Dr,San Diego,CA,92127,1990,316,1066.08996582,2,822,Deerwood Apartments,316,1066.09,1990,A,SDC_SM17,TALEND
  668,34.009803772,-117.745323181,EQUITY RESIDENTIAL,EQUITY RESIDENTIAL,828,Eagle Canyon Apartments,13316 Woodsorrel Dr,Chino Hills,CA,91709,1985,252,1002,2,828,Eagle Canyon Apartments,252,1002.00,1985,A,LAC_SM35,TALEND
  669,47.680210114,-122.107009888,"Essex Property Trust, Inc.","Essex Property Trust, Inc.",829,Elevation,17202 NE 85th Pl,Redmond,WA,98052,1987,156,901.309997559,2,829,Elevation,156,901.31,1987,BC,SEA_SM22,TALEND
  679,47.290893555,-122.333007812,"Westwood Residential, Inc.",Westwood Investment,841,Fox Run Apartments,34720 2nd Ln S,Federal Way,WA,98003,1988,143,891.549987793,2,841,Fox Run Apartments,143,891.55,1988,BC,SEA_SM11,TALEND
  690,39.01524353,-76.976158142,Morgan Properties,Morgan Properties,853,Avery Park ,1702 Hampshire Green Ln,Silver Spring,MD,20903,1967,606,951.58001709,3,853,Avery Park ,606,951.58,1967,A,SMD_SM17,TALEND
  695,33.755558014,-118.306976318,TruAmerica Multifamily,FPI Management,858,Harborview I,1286 W Capitol Dr,San Pedro,CA,90732,1985,160,1087.5,3,858,Harborview I,160,1087.50,1985,A,LAC_SM27,TALEND
  697,33.795154572,-118.150604248,EQUITY RESIDENTIAL,EQUITY RESIDENTIAL,860,Hathaway Apartments,3500 Hathaway Ave,Long Beach,CA,90815,1988,385,693.090026855,3,860,Hathaway Apartments,385,693.09,1988,BC,LAC_SM15,TALEND
  705,47.915489197,-122.216712952,Starwood Capital Group,Pinnacle Family of Companies,870,Huntington Park Apartments,9009 W Mall Dr,Everett,WA,98208,1991,381,815.619995117,3,870,Huntington Park Apartments,381,815.62,1991,BC,SEA_SM10,TALEND
  708,47.415786743,-122.192955017,Kennedy Wilson,FPI Management,873,Indigo Springs,11101 SE 208th St,Kent,WA,98031,1991,278,917.789978027,3,873,Indigo Springs,278,917.79,1991,BC,SEA_SM18,TALEND
  713,38.843154907,-77.06930542,Starwood Capital Group,Bainbridge Companies,878,Eaton Square at Arlington Ridge,801 Four Mile Rd,Alexandria,VA,22305,1986,414,712.450012207,3,878,Eaton Square at Arlington Ridge,414,712.45,1986,BC,SVA_SM22,TALEND
  716,32.793010712,-117.10900116,Irvine Company,Irvine Company,882,The Village Mission Valley I,6560 Ambrosia Dr,San Diego,CA,92124,1989,1070,955.299987793,4,882,The Village Mission Valley I,1070,955.30,1989,A,SDC_SM11,TALEND
  720,37.655086517,-122.492752075,"Fowler Property Acquisitions Multifamily, LLC",Trinity Property Consultants,886,Ocean Aire,100 Esplanade Ave,Pacifica,CA,94044,1984,260,614.549987793,3,886,Ocean Aire,260,614.55,1984,A,SFR_SM9,TALEND
  729,39.088775635,-76.863899231,Panco Management,Panco Management,895,Point at Laurel Lakes,8220 Marymont Dr,Laurel,MD,20707,1987,308,791.940002441,4,895,Point at Laurel Lakes,308,791.94,1987,A,SMD_SM12,TALEND
  733,33.667690277,-117.916893005,Klingbeil Capital Management,Klingbeil Capital Management,899,Sunset Cove,425 Merrimac Way,Costa Mesa,CA,92626,1970,123,716.75,3,899,Sunset Cove,123,716.75,1970,BC,ORC_SM3,TALEND
  735,34.378864288,-118.571334839,Ivanhoe Cambridge,Greystar,901,The Summit at Stevenson Ranch,25399 the Old Rd,Stevenson Ranch,CA,91381,1992,510,832.549987793,3,901,The Summit at Stevenson Ranch,510,832.55,1992,A,LAC_SM28,TALEND
  736,47.467250824,-122.263908386,WOODSPEAR PROPERTIES ,WOODSPEAR PROPERTIES ,903,Newport Heights,5600 S 152nd St,Tukwila,WA,98188,1985,80,745,3,903,Newport Heights,80,745.00,1985,BC,SEA_SM4,TALEND
  738,38.88911438,-76.837234497,DRA Advisors LLC,Morgan Properties,905,Northampton Apartments,67 Harry S Truman Dr,Largo,MD,20774,1978,620,954.150024414,3,905,Northampton Apartments,620,954.15,1978,A,SMD_SM11,TALEND
  739,39.183448792,-77.238868713,Starwood Capital Group,Bainbridge Companies,906,Oak Mill II,20010 Frederick Rd,Germantown,MD,20876,1985,192,925.989990234,4,906,Oak Mill II,192,925.99,1985,A,SMD_SM7,TALEND
  740,34.182136536,-118.785072327,EQUITY RESIDENTIAL,EQUITY RESIDENTIAL,907,Oak Park Apartments,5325 Oak Park Ln,Oak Park,CA,91377,1990,444,877.929992676,2,907,Oak Park Apartments,444,877.93,1990,BC,VEN_SM2,TALEND
  743,47.851085663,-122.285247803,Starwood Capital Group,Pinnacle,911,Orchard Ridge Apartments,3805 164th St SW,Lynnwood,WA,98087,1988,104,832.190002441,2,911,Orchard Ridge Apartments,104,832.19,1988,BC,SEA_SM15,TALEND
  747,33.956413269,-118.416168213,EQUITY RESIDENTIAL,EQUITY RESIDENTIAL,916,Park West Apartments,9400 La Tijera Blvd,Los Angeles,CA,90045,1989,444,710.159973145,6,916,Park West Apartments,444,710.16,1989,BC,LAC_SM8,TALEND
  757,40.327510834,-74.55670929,Riverstone Residential,Harbor Group Management,927,The Crest at Princeton Meadows,3217 Ravens Crest Dr,Plainsboro,NJ,8536,1984,704,828.380004883,3,927,The Crest at Princeton Meadows,704,828.38,1984,BC,CNJ_SM5,TALEND
  758,33.715427399,-118.010879517,EQUITY RESIDENTIAL,EQUITY RESIDENTIAL,928,Regency Palms Apartments,6762 Warner Ave,Huntington Beach,CA,92647,1969,310,814.450012207,2,928,Regency Palms Apartments,310,814.45,1969,BC,ORC_SM6,TALEND
  768,39.061031342,-77.478225708,Bainbridge Companies,Bainbridge Companies,939,Saddle Ridge,20070 Coltsfoot Ter,Ashburn,VA,20147,1989,216,847.950012207,3,939,Saddle Ridge,216,847.95,1989,BC,SVA_SM2,TALEND
  771,38.884479523,-77.087142944,EQUITY RESIDENTIAL,EQUITY RESIDENTIAL,942,Sheffield Court Apartments,701 N Wayne St,Arlington,VA,22201,1940,597,659.929992676,3,942,Sheffield Court Apartments,597,659.93,1940,BC,SVA_SM6,TALEND
  787,34.279941559,-118.606201172,EQUITY RESIDENTIAL,EQUITY RESIDENTIAL,959,Summerset Village Apartments,11450 N Poema Pl,Chatsworth,CA,91311,1985,280,1077.219970703,2,959,Summerset Village Apartments,280,1077.22,1985,A,LAC_SM4,TALEND
  793,38.781089783,-77.520751953,TGM Associates L.P.,TGM Associates L.P.,966,TGM Sudley Crossing ,10819 Gambril Dr,Manassas,VA,20109,1987,432,896.91998291,3,966,TGM Sudley Crossing ,432,896.92,1987,BC,SVA_SM13,TALEND
  804,39.073669434,-76.850975037,BDMG,The Donaldson Group,980,Arden Pointe,13301 Arden Way,Laurel,MD,20708,1969,982,992.700012207,3,980,Arden Pointe,982,992.70,1969,BC,SMD_SM12,TALEND
  809,33.584449768,-117.709243774,EQUITY RESIDENTIAL,EQUITY RESIDENTIAL,985,Villa Solana Apartments,26033 Moulton Pkwy,Laguna Hills,CA,92653,1984,272,901.119995117,2,985,Villa Solana Apartments,272,901.12,1984,BC,ORC_SM10,TALEND
  812,33.647899628,-117.643844604,EQUITY RESIDENTIAL,EQUITY RESIDENTIAL,990,Vista Del Lago Apartments,21622 Marguerite Pkwy,Mission Viejo,CA,92692,1987,608,847.880004883,2,990,Vista Del Lago Apartments,608,847.88,1987,A,ORC_SM14,TALEND
  815,47.391586304,-122.258964539,TIAA CREF,Pinnacle,993,Waterford at the Lakes,23605 62nd Ave S,Kent,WA,98032,1990,344,902.33001709,3,993,Waterford at the Lakes,344,902.33,1990,BC,SEA_SM30,TALEND
  817,47.356426239,-122.303253174,Kennedy Wilson,FPI Management,995,Club Palisades,2211 S Star Lake Rd,Federal Way,WA,98003,1990,750,821.359985352,3,995,Club Palisades,750,821.36,1990,BC,SEA_SM26,TALEND
  825,33.525985718,-117.694778442,EQUITY RESIDENTIAL,EQUITY RESIDENTIAL,1003,Windridge Apartments,24922 Hidden Hills Rd,Laguna Niguel,CA,92677,1989,344,1091.020019531,2,1003,Windridge Apartments,344,1091.02,1989,A,ORC_SM18,TALEND
  827,37.958759308,-122.055496216,EQUITY RESIDENTIAL,EQUITY RESIDENTIAL,1005,Wood Creek Apartments,637 Stonebridge Way,Pleasant Hill,CA,94523,1986,484,1022.940002441,2,1005,Wood Creek Apartments,484,1022.94,1986,A,OAK_SM3,TALEND
  833,38.70595932,-77.202362061,Bainbridge Companies,Bainbridge Companies,1012,Woodside,7525 Woodside Ln,Lorton,VA,22079,1987,252,923.719970703,3,1012,Woodside,252,923.72,1987,BC,SVA_SM23,TALEND
  835,39.114929199,-76.630187988,Quest Management Group,Quest Management Group,1014,The Pointe at Harper`s Mill II,600 Harpers Mill Rd,Millersville,MD,21108,1974,216,931.960021973,4,1014,The Pointe at Harper`s Mill II,216,931.96,1974,A,BAL_SM10,TALEND
  836,47.612369537,-122.348609924,EQUITY RESIDENTIAL,EQUITY RESIDENTIAL,1016,2300 Elliott Apartments,2300 Elliott Ave,Seattle,WA,98121,1992,92,745.890014648,5,1016,2300 Elliott Apartments,92,745.89,1992,BC,SEA_SM8,TALEND
  840,33.755531311,-118.30683136,TruAmerica Multifamily,FPI Management,1020,Bay Ridge,1099 W Capitol Dr,San Pedro,CA,90731,1982,60,779.299987793,3,1020,Bay Ridge,60,779.30,1982,BC,LAC_SM27,TALEND
  870,47.777824402,-122.359024048,TruAmerica Multifamily,Greystar,1056,Brackett Apartment Homes,9501 244th St SW,Edmonds,WA,98020,1986,386,822.719970703,3,1056,Brackett Apartment Homes,386,822.72,1986,A,SEA_SM15,TALEND
  873,47.67382431,-122.136795044,Gerson Bakar & Associates,Gerson Bakar & Associates,1059,Gates of Redmond Apartments,15325 Redmond Way,Redmond,WA,98052,1987,176,850.289978027,3,1059,Gates of Redmond Apartments,176,850.29,1987,BC,SEA_SM22,TALEND
  881,47.38633728,-122.196212769,"Afco & Sons, LLC",ConAm,1069,Bryson Square,24006 108th Pl SE,Kent,WA,98030,1989,198,884.75,3,1069,Bryson Square,198,884.75,1989,A,SEA_SM18,TALEND
  893,47.847206116,-122.241363525,Sares-Regis Management,Sares-Regis Management,1081,Martha Lake,16626 6th Ave W,Lynnwood,WA,98037,1991,155,855.16998291,3,1081,Martha Lake,155,855.17,1991,A,SEA_SM15,TALEND
  895,47.600696564,-122.325706482,,"AMC, LLC",1083,Metropolitan Park Seattle,601 S Washington St,Seattle,WA,98104,1991,82,655,6,1083,Metropolitan Park Seattle,82,655.00,1991,BC,SEA_SM8,TALEND
  898,47.770389557,-122.191520691,Eaton Vance,Pinnacle,1086,North Creek Heights,19701 112th Ave NE,Seattle,WA,98011,1990,114,894.109985352,3,1086,North Creek Heights,114,894.11,1990,A,SEA_SM3,TALEND
  905,47.300540924,-122.332687378,TruAmerica Multifamily,Avenue5 Residential,1093,The Commons,190 S 334th St,Federal Way,WA,98003,1980,260,838.940002441,2,1093,The Commons,260,838.94,1980,A,SEA_SM11,TALEND
  907,47.600727081,-122.327346802,The Foundation Group Inc,Pinnacle,1095,Plum Tree Park,200 5th Ave S,Seattle,WA,98104,1991,196,863.83001709,3,1095,Plum Tree Park,196,863.83,1991,BC,SEA_SM8,TALEND
  913,47.378791809,-122.20615387,TruAmerica Multifamily,Avenue5 Residential,1101,Ridgegate Apartments,24808 100th Pl SE,Kent,WA,98030,1990,152,888.219970703,3,1101,Ridgegate Apartments,152,888.22,1990,BC,SEA_SM18,TALEND
  918,47.605117798,-122.326980591,EQUITY RESIDENTIAL,EQUITY RESIDENTIAL,1107,Seventh and James Apartments,600 7th Ave,Seattle,WA,98104,1992,96,681.25,7,1107,Seventh and James Apartments,96,681.25,1992,BC,SEA_SM12,TALEND
  925,47.63444519,-122.34311676,First Pointe Management Group,First Pointe Management Group,1115,Summit at Lake Union Apartments,1735 Dexter Ave N,Seattle,WA,98109,1996,149,811.960021973,6,1115,Summit at Lake Union Apartments,149,811.96,1996,BC,SEA_SM27,TALEND
  947,47.911911011,-122.30040741,"Essex Property Trust, Inc.","Essex Property Trust, Inc.",1144,The Elliot at Mukilteo,9507 49th Ave W,Mukilteo,WA,98275,1981,295,816.75,2,1144,The Elliot at Mukilteo,295,816.75,1981,BC,SEA_SM15,TALEND
  948,47.666145325,-122.167633057,"Essex Property Trust, Inc.","Essex Property Trust, Inc.",1145,Bridle Trails I ,6600 130th Ave NE,Kirkland,WA,98033,1986,92,826.090026855,2,1145,Bridle Trails I ,92,826.09,1986,BC,SEA_SM14,TALEND
  949,47.487476349,-122.186820984,"Essex Property Trust, Inc.","Essex Property Trust, Inc.",1146,Brighton Ridge,2307 NE 4th St,Renton,WA,98056,1986,264,762.5,3,1146,Brighton Ridge,264,762.50,1986,BC,SEA_SM23,TALEND
  950,37.371673584,-122.016647339,"Essex Property Trust, Inc.","Essex Property Trust, Inc.",1147,Bristol Commons,732 E Evelyn Ave,Sunnyvale,CA,94086,1989,188,945.469970703,3,1147,Bristol Commons,188,945.47,1989,A,SAJ_SM13,TALEND
  951,34.2215271,-119.056846619,"Essex Property Trust, Inc.","Essex Property Trust, Inc.",1148,Camarillo Oaks Apartments I,921 Paseo Camarillo,Camarillo,CA,93010,1982,367,819.070007324,2,1148,Camarillo Oaks Apartments I,367,819.07,1982,BC,VEN_SM1,TALEND
  952,34.221515656,-119.05683136,"Essex Property Trust, Inc.","Essex Property Trust, Inc.",1149,Camarillo Oaks Apartments II,921 Paseo Camarillo,Camarillo,CA,93010,1989,193,1052.550048828,2,1149,Camarillo Oaks Apartments II,193,1052.55,1989,BC,VEN_SM1,TALEND
  953,32.951709747,-117.247398376,"Fenton Properties, LLC","Fenton Properties, LLC",1151,Bella Del Mar ,14031 Mango Drive,Del Mar,CA,92014,1981,96,917.83001709,2,1151,Bella Del Mar ,96,917.83,1981,A,SDC_SM3,TALEND
  954,47.583236694,-122.180145264,"Essex Property Trust, Inc.","Essex Property Trust, Inc.",1154,Emerald Ridge,3010 118th Ave SE,Bellevue,WA,98005,1987,180,817,3,1154,Emerald Ridge,180,817.00,1987,BC,SEA_SM7,TALEND
  955,47.71761322,-122.176834106,"Essex Property Trust, Inc.","Essex Property Trust, Inc.",1155,Evergreen Heights Apartments,12233 NE 131st Way,Kirkland,WA,98034,1990,200,952.179992676,3,1155,Evergreen Heights Apartments,200,952.18,1990,BC,SEA_SM14,TALEND
  956,47.619567871,-122.157585144,"Essex Property Trust, Inc.","Essex Property Trust, Inc.",1156,Woodland Commons,13700 NE 10th Pl,Bellevue,WA,98005,1978,302,713.41998291,3,1156,Woodland Commons,302,713.42,1978,A,SEA_SM9,TALEND
  957,37.757835388,-121.967330933,"Essex Property Trust, Inc.","Essex Property Trust, Inc.",1157,Foothill - Twin Creeks Condos,1110 Harness Dr,San Ramon,CA,94583,1981,176,1175,2,1157,Foothill - Twin Creeks Condos,176,1175.00,1981,A,OAK_SM13,TALEND
  958,33.776081085,-118.381240845,"Essex Property Trust, Inc.","Essex Property Trust, Inc.",1159,Highridge Apartments,28125 Peacock Ridge Dr,Rancho Palos Verdes,CA,90275,1972,255,1161.770019531,3,1159,Highridge Apartments,255,1161.77,1972,A,LAC_SM23,TALEND
  959,33.653846741,-117.987915039,"Essex Property Trust, Inc.","Essex Property Trust, Inc.",1160,Huntington Breakers,21270 Beach Blvd,Huntington Beach,CA,92648,1984,342,698.400024414,3,1160,Huntington Breakers,342,698.40,1984,A,ORC_SM6,TALEND
  960,47.729148865,-122.243385315,"Essex Property Trust, Inc.","Essex Property Trust, Inc.",1161,Inglenook Court Apartments,14220 Juanita Dr NE,Kirkland,WA,98034,1985,224,819.75,2,1161,Inglenook Court Apartments,224,819.75,1985,BC,SEA_SM14,TALEND
  962,34.084537506,-118.372154236,"Essex Property Trust, Inc.","Essex Property Trust, Inc.",1163,Kings Road,733 N Kings Rd,Los Angeles,CA,90069,1979,196,666.710021973,3,1163,Kings Road,196,666.71,1979,BC,LAC_SM12,TALEND
  964,47.849502563,-122.217216492,"Essex Property Trust, Inc.","Essex Property Trust, Inc.",1165,Laurels at Mill Creek,1110 164th St SE,Mill Creek,WA,98012,1981,164,819.270019531,3,1165,Laurels at Mill Creek,164,819.27,1981,A,SEA_SM19,TALEND
  965,47.682193756,-122.323257446,Julie and Frederick Gould,CORNELL & ASSOCIATES,1166,Greenlake Terrace,7415 5th Ave NE,Seattle,WA,98115,1986,48,860,4,1166,Greenlake Terrace,48,860.00,1986,BC,SEA_SM13,TALEND
  966,37.34853363,-121.991065979,"Essex Property Trust, Inc.","Essex Property Trust, Inc.",1167,Marina Cove,3480 Granada Ave,Santa Clara,CA,95051,1974,292,889.679992676,2,1167,Marina Cove,292,889.68,1974,A,SAJ_SM10,TALEND
  967,34.279064178,-118.765144348,"Essex Property Trust, Inc.","Essex Property Trust, Inc.",1168,Meadowood Apartments,1733 Cochran St,Simi Valley,CA,93065,1986,320,826.780029297,2,1168,Meadowood Apartments,320,826.78,1986,BC,VEN_SM4,TALEND
  969,37.386966705,-122.029800415,"Essex Property Trust, Inc.","Essex Property Trust, Inc.",1170,The Montclaire,450 N Mathilda Ave,Sunnyvale,CA,94085,1973,390,757.539978027,3,1170,The Montclaire,390,757.54,1973,BC,SAJ_SM13,TALEND
  970,34.066551208,-118.345420837,"Essex Property Trust, Inc.","Essex Property Trust, Inc.",1171,Essex Properties at Miracle Mile I,400 S Detroit St,Los Angeles,CA,90036,1988,180,791,2,1171,Essex Properties at Miracle Mile I,180,791.00,1988,BC,LAC_SM12,TALEND
  971,33.771087646,-118.116577148,"Essex Property Trust, Inc.","Essex Property Trust, Inc.",1172,Pathways at Bixby Village,5980 Bixby Village Dr,Long Beach,CA,90803,1975,296,667.820007324,2,1172,Pathways at Bixby Village,296,667.82,1975,A,LAC_SM15,TALEND
  972,37.336994171,-121.950645447,"Essex Property Trust, Inc.","Essex Property Trust, Inc.",1173,Le Parc,440 N Winchester Blvd,Santa Clara,CA,95050,1975,140,845,2,1173,Le Parc,140,845.00,1975,BC,SAJ_SM10,TALEND
